,Station Name,Station Latitude,Station Longitude,Business Category,Business Name,Rating,Number of Reviews,Address,Contact
1165,NE Going at Grand,45.55645437,-122.6603794,Pizza,Life of Pie Pizza,4.5,879,3632 N Williams Ave,(503) 820-0083
1166,NE Going at Grand,45.55645437,-122.6603794,Cocktail Bars,Cereus PDX,4.5,71,1465 NE Prescott St,(503) 894-8125
1167,NE Going at Grand,45.55645437,-122.6603794,Vegan,The Bye and Bye,4.0,928,1011 NE Alberta St,(503) 894-8125
1168,NE Going at Grand,45.55645437,-122.6603794,Chicken Wings,Alberta Street Market,4.5,109,909 NE Alberta St,(503) 282-2169
1169,NE Going at Grand,45.55645437,-122.6603794,Cocktail Bars,Keys Lounge,4.5,112,533 NE Killingsworth St,(503) 719-7409
1170,NE Going at Grand,45.55645437,-122.6603794,Tacos,Pig Patas Tacos,4.5,216,445 NE Killingsworth St,(971) 266-8465
1171,NE Going at Grand,45.55645437,-122.6603794,Soul Food,Ja'das Soulful Eatz,5.0,57,7339 NE Mlk Jr Blvd,(971) 277-0045
1172,NE Going at Grand,45.55645437,-122.6603794,New American,Radio Room,3.5,788,1101 NE Alberta St,(503) 287-2346
1173,NE Going at Grand,45.55645437,-122.6603794,Ethiopian,Sengatera Ethiopian Restaurant,4.5,95,3833 NE Martin Luther King Jr Blvd,(971) 349-7269
1174,NE Going at Grand,45.55645437,-122.6603794,Italian,Amico Chef,4.5,38,7339 NE MLK Jr Blvd,(360) 839-7105
1175,NE Going at Grand,45.55645437,-122.6603794,Vietnamese,Lúa,4.5,129,3971 N Williams Ave,(503) 954-3600
1176,NE Going at Grand,45.55645437,-122.6603794,Barbeque,Podnah's Pit Barbecue,4.0,1593,1625 NE Killingsworth St,(503) 281-3700
1177,NE Going at Grand,45.55645437,-122.6603794,Beer Bar,Alberta Street Pub,4.0,163,1036 NE Alberta St,(503) 284-7665
1178,NE Going at Grand,45.55645437,-122.6603794,Breweries,Old Town Brewing,4.0,140,5201 NE M L King Blvd,(503) 200-5988
1179,NE Going at Grand,45.55645437,-122.6603794,Ramen,Kayo's Ramen Bar,4.0,693,3808 N Williams Ave,(503) 477-6016
1180,NE Sandy at 16th,45.52440674,-122.6497686,Southern,Screen Door Eastside,4.5,8477,2337 E Burnside St,(503) 542-0880
1181,NE Sandy at 16th,45.52440674,-122.6497686,Chicken Wings,Fire On the Mountain,4.0,1267,1708 E Burnside St,(503) 230-9464
1182,NE Sandy at 16th,45.52440674,-122.6497686,Donuts,Voodoo Doughnut,4.0,2237,1501 NE Davis St,(503) 235-2666
1183,NE Sandy at 16th,45.52440674,-122.6497686,Whiskey Bars,The Eastburn,4.0,871,1800 E Burnside St,(503) 236-2876
1184,NE Sandy at 16th,45.52440674,-122.6497686,Wine Bars,Canard,4.5,451,734 E Burnside,(971) 279-2356
1185,NE Sandy at 16th,45.52440674,-122.6497686,Russian,Kachka,4.5,1145,960 SE 11th Ave,(503) 235-0059
1186,NE Sandy at 16th,45.52440674,-122.6497686,Seafood,NORMANDIE,4.5,246,1005 SE Ankeny St,(503) 233-4129
1187,NE Sandy at 16th,45.52440674,-122.6497686,French,Le Pigeon,4.5,1331,738 E Burnside St,(503) 546-8796
1188,NE Sandy at 16th,45.52440674,-122.6497686,Wine Bars,Noble Rot,4.0,708,1111 E Burnside St,(503) 233-1999
1189,NE Sandy at 16th,45.52440674,-122.6497686,Thai,Nong's Khao Man Gai,4.5,2203,609 SE Ankeny St,(503) 740-2907
1190,NE Sandy at 16th,45.52440674,-122.6497686,Caribbean,kann,4.5,255,548 SE Ash St,(503) 702-0290
1191,NE Sandy at 16th,45.52440674,-122.6497686,Breakfast & Brunch,Hey Love,4.0,368,920 E Burnside St,(503) 206-6223
1192,NE Sandy at 16th,45.52440674,-122.6497686,Italian,Nostrana,4.0,1150,1401 SE Morrison St,(503) 234-2427
1193,NE Sandy at 16th,45.52440674,-122.6497686,Pizza,Ken's Artisan Pizza,4.5,937,304 SE 28th Ave,(503) 517-9951
1194,NE Sandy at 16th,45.52440674,-122.6497686,Cocktail Bars,Scotch Lodge,4.5,173,215 SE 9th Ave,(503) 208-2039
1195,NE Sandy at 16th,45.52440674,-122.6497686,Mexican,Nacho’s House Mexican Kitchen,4.5,38,1447 NE Sandy Blvd.,(503) 267-0865
1196,NE Sandy at 16th,45.52440674,-122.6497686,Burgers,MidCity SmashedBurger,4.5,135,1447 NE Sandy Blvd,(503) 267-0865
1197,NE Sandy at 16th,45.52440674,-122.6497686,Vietnamese,Friendship Kitchen,4.5,202,2333 NE Glisan St,(503) 206-8441
1198,NE Sandy at 16th,45.52440674,-122.6497686,Bars,Lolo Pass - Restaurant,4.0,22,1616 E Burnside St,(503) 908-3074
1199,NE Sandy at 16th,45.52440674,-122.6497686,Middle Eastern,Tusk,4.0,570,2448 East Burnside St,(503) 894-8082
1200,NE 22nd at Burnside,45.52297292,-122.6434118,Southern,Screen Door Eastside,4.5,8477,2337 E Burnside St,(503) 542-0880
1201,NE 22nd at Burnside,45.52297292,-122.6434118,Middle Eastern,Tusk,4.0,570,2448 East Burnside St,(503) 894-8082
1202,NE 22nd at Burnside,45.52297292,-122.6434118,Italian,Luce,4.0,341,2140 E Burnside St,(503) 236-7195
1203,NE 22nd at Burnside,45.52297292,-122.6434118,Hawaiian,Ate-Oh-Ate,4.0,589,2454 E Burnside St,(503) 445-6101
1204,NE 22nd at Burnside,45.52297292,-122.6434118,Whiskey Bars,The Eastburn,4.0,871,1800 E Burnside St,(503) 236-2876
1205,NE 22nd at Burnside,45.52297292,-122.6434118,Seafood,Davenport,4.0,164,2215 E Burnside St,(503) 236-2876
1206,NE 22nd at Burnside,45.52297292,-122.6434118,New American,The Slide Inn,4.0,468,2348 SE Ankeny St,(503) 341-1381
1207,NE 22nd at Burnside,45.52297292,-122.6434118,Russian,Kachka,4.5,1145,960 SE 11th Ave,(503) 235-0059
1208,NE 22nd at Burnside,45.52297292,-122.6434118,Pizza,Ken's Artisan Pizza,4.5,937,304 SE 28th Ave,(503) 517-9951
1209,NE 22nd at Burnside,45.52297292,-122.6434118,Chicken Wings,Fire On the Mountain,4.0,1267,1708 E Burnside St,(503) 230-9464
1210,NE 22nd at Burnside,45.52297292,-122.6434118,Mexican,The Matador,3.5,593,2424 E Burnside St,(503) 719-5757
1211,NE 22nd at Burnside,45.52297292,-122.6434118,Vietnamese,Friendship Kitchen,4.5,202,2333 NE Glisan St,(503) 206-8441
1212,NE 22nd at Burnside,45.52297292,-122.6434118,American,Ankeny Tap & Table,4.5,203,2724 SE Ankeny St,(971) 345-4555
1213,NE 22nd at Burnside,45.52297292,-122.6434118,Mexican,Ole Ole,4.0,349,2137 E Burnside St,(503) 230-1132
1214,NE 22nd at Burnside,45.52297292,-122.6434118,Mexican,Güero,4.5,688,200 NE 28th Ave,(503) 887-9258
1215,NE 22nd at Burnside,45.52297292,-122.6434118,Seafood,NORMANDIE,4.5,246,1005 SE Ankeny St,(503) 233-4129
1216,NE 22nd at Burnside,45.52297292,-122.6434118,Cuban,Pambiche,4.0,1645,2811 NE Glisan St,(503) 233-0511
1217,NE 22nd at Burnside,45.52297292,-122.6434118,Delis,Sammich,4.5,260,2137 E Burnside St,(503) 477-4393
1218,NE 22nd at Burnside,45.52297292,-122.6434118,Desserts,Pix Patisserie,4.0,773,2225 E Burnside St,(971) 271-7166
1219,NE 22nd at Burnside,45.52297292,-122.6434118,Italian,Nostrana,4.0,1150,1401 SE Morrison St,(503) 234-2427
1220,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,Pizza,Mt. Hood Brewing Co. - Tilikum Station,4.0,114,401 SE Caruthers St,(971) 302-7296
1221,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,Boat Charters,Portland Spirit Cruises and Events,3.5,358,110 SE Caruthers St,(503) 224-3900
1222,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,Pizza,Virtuous Pie,4.5,414,1126 SE Division St,(503) 334-2073
1223,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,Breweries,Ground Breaker Brewing,4.0,256,2030 SE 7th Ave,(503) 928-4195
1224,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,Mediterranean,Nicholas Restaurant,4.0,1377,1109 SE Madison St,(503) 235-5123
1225,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,Cocktail Bars,Palomar,4.0,231,959 SE Division St,(971) 357-8020
1226,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,Lebanese,Al Hawr,4.5,359,3500 SW River Pkwy,(971) 254-9785
1227,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,Dim Sum,Dough Zone - Downtown Portland,4.0,652,1910 S River Dr,(503) 446-3500
1228,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,Seafood,King Tide Fish and Shell,4.0,255,1510 SW Harbor Way,(503) 295-6166
1229,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,Breakfast & Brunch,Pine State Biscuits,4.5,1325,1100 SE Division St,(503) 236-3346
1230,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,Italian,Il Terrazzo,4.0,258,315 S Montgomery St,(971) 302-6691
1231,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,Sandwiches,Lardo,4.0,1368,1212 SE Hawthorne St,(503) 234-7786
1232,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,Museums,Oregon Museum of Science and Industry,4.0,597,1945 SE Water Ave,(503) 797-4000
1233,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,Sandwiches,Double Dragon,4.0,493,1235 SE Division St,(503) 230-8340
1234,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,Pizza,Pyro Pizza,4.5,384,1207 SE Hawthorne Blvd,(503) 230-8340
1235,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,Mexican,Que Pasa Cantina,4.0,373,1408 SE 12th Ave,(503) 230-9212
1236,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,Barbeque,Botto's BBQ,4.5,201,3120 SE Milwaukie Ave,(503) 206-6936
1237,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,New American,Plumb,5.0,23,2133 SE 11th Ave,(503) 875-0527
1238,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,Bakeries,Pacific Pie Company,4.0,464,1520 SE 7th Ave,(503) 381-6157
1239,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,Landmarks & Historical Buildings,Tilikum Crossing: Bridge of the People,4.5,64,Tilikum Crossing,(503) 381-6157
1240,SE 29th at Hawthorne,45.51202353,-122.6363119,Thai,Khao Moo Dang,4.5,327,3145 SE Hawthorne Blvd,(503) 206-6838
1241,SE 29th at Hawthorne,45.51202353,-122.6363119,Cuban,CUBO de cuba,4.0,544,3106 SE Hawthorne Blvd,(971) 544-7801
1242,SE 29th at Hawthorne,45.51202353,-122.6363119,Thai,Farmhouse Kitchen Thai Cuisine,4.5,880,3354 SE Hawthorne Blvd,(503) 432-8115
1243,SE 29th at Hawthorne,45.51202353,-122.6363119,Poke,SeaSweets Poke,4.5,346,1505 SE 31st Ave,(503) 477-4029
1244,SE 29th at Hawthorne,45.51202353,-122.6363119,Cocktail Bars,Jacqueline,4.5,402,2039 SE Clinton St,(503) 327-8637
1245,SE 29th at Hawthorne,45.51202353,-122.6363119,Italian,Casa Italia On Division,4.5,428,3035 SE Division St,(971) 279-5684
1246,SE 29th at Hawthorne,45.51202353,-122.6363119,Pizza,Ken's Artisan Pizza,4.5,937,304 SE 28th Ave,(503) 517-9951
1247,SE 29th at Hawthorne,45.51202353,-122.6363119,Chinese,Master Kong - Portland,4.5,47,1522 SE 32nd Ave,(503) 384-2184
1248,SE 29th at Hawthorne,45.51202353,-122.6363119,New American,Quaintrelle,4.5,219,2032 SE Clinton St,(503) 200-5787
1249,SE 29th at Hawthorne,45.51202353,-122.6363119,New American,Ava Gene's,4.0,753,3377 SE Division St,(971) 229-0571
1250,SE 29th at Hawthorne,45.51202353,-122.6363119,Burgers,PDX Sliders,4.5,500,3111 SE Division St,(503) 719-5464
1251,SE 29th at Hawthorne,45.51202353,-122.6363119,Middle Eastern,TarBoush Lebanese Bistro & Bar,4.0,348,3257 SE Hawthorne Blvd,(503) 235-3277
1252,SE 29th at Hawthorne,45.51202353,-122.6363119,Italian,3 Doors Down Cafe & Lounge,4.5,415,1429 SE 37th Ave,(503) 236-6886
1253,SE 29th at Hawthorne,45.51202353,-122.6363119,Filipino,Magna Kusina,4.5,210,2525 SE Clinton St,(503) 395-8542
1254,SE 29th at Hawthorne,45.51202353,-122.6363119,Breakfast & Brunch,Jam On Hawthorne,4.0,1773,2239 SE Hawthorne Blvd,(503) 234-4790
1255,SE 29th at Hawthorne,45.51202353,-122.6363119,Mexican,Nuestra Cocina,4.5,627,2135 SE Division St,(503) 232-2135
1256,SE 29th at Hawthorne,45.51202353,-122.6363119,Thai,Rukdiew Cafe,4.5,139,2534 SE Belmont St,(503) 841-6123
1257,SE 29th at Hawthorne,45.51202353,-122.6363119,Pizza,Baby Doll Pizza,4.5,538,2835 SE Stark St,(503) 459-4450
1258,SE 29th at Hawthorne,45.51202353,-122.6363119,Greek,Bluto's,4.0,161,2838 SE Belmont St,(503) 459-4450
1259,SE 29th at Hawthorne,45.51202353,-122.6363119,Thai,Kati Portland,4.5,448,2932 SE Division St,(503) 477-6059
1260,NE Alberta at 14th,45.55916922,-122.6514316,Modern European,Swiss Hibiscus,5.0,580,4950 NE 14th Ave,(503) 477-9224
1261,NE Alberta at 14th,45.55916922,-122.6514316,New American,Tin Shed Garden Cafe,4.5,1996,1438 NE Alberta St,(503) 288-6966
1262,NE Alberta at 14th,45.55916922,-122.6514316,Thai,Hat Yai,4.5,705,1605 NE Killingsworth St,(503) 764-9701
1263,NE Alberta at 14th,45.55916922,-122.6514316,Sushi Bars,Bamboo Sushi,4.0,280,1409 NE Alberta St,(503) 889-0336
1264,NE Alberta at 14th,45.55916922,-122.6514316,Butcher,Pasture PDX,4.5,39,1413 NE Alberta St,(503) 841-5033
1265,NE Alberta at 14th,45.55916922,-122.6514316,New American,Radio Room,3.5,788,1101 NE Alberta St,(503) 287-2346
1266,NE Alberta at 14th,45.55916922,-122.6514316,Chinese,Yang‘s Noodle,4.0,213,1625 NE Alberta St,(503) 546-7063
1267,NE Alberta at 14th,45.55916922,-122.6514316,Cocktail Bars,Cereus PDX,4.5,71,1465 NE Prescott St,(503) 894-8125
1268,NE Alberta at 14th,45.55916922,-122.6514316,Italian,Gumba,4.5,481,1733 NE Alberta St,(503) 975-5951
1269,NE Alberta at 14th,45.55916922,-122.6514316,Vegan,The Bye and Bye,4.0,928,1011 NE Alberta St,(503) 975-5951
1270,NE Alberta at 14th,45.55916922,-122.6514316,Beer Bar,Alberta Street Pub,4.0,163,1036 NE Alberta St,(503) 284-7665
1271,NE Alberta at 14th,45.55916922,-122.6514316,Southern,Pine State Biscuits,4.5,4124,2204 NE Alberta St,(503) 477-6605
1272,NE Alberta at 14th,45.55916922,-122.6514316,Barbeque,Podnah's Pit Barbecue,4.0,1593,1625 NE Killingsworth St,(503) 281-3700
1273,NE Alberta at 14th,45.55916922,-122.6514316,Filipino,Grind Wit Tryz,4.5,484,2017 NE Alberta St,(971) 865-5160
1274,NE Alberta at 14th,45.55916922,-122.6514316,Coffee & Tea,Proud Mary Coffee,4.5,819,2012 NE Alberta St,(503) 208-3475
1275,NE Alberta at 14th,45.55916922,-122.6514316,Bakeries,Petite Provence,4.5,1421,1824 NE Alberta St,(503) 284-6564
1276,NE Alberta at 14th,45.55916922,-122.6514316,Pizza,Paladin Pie,5.0,49,1027 NE Alberta St,(503) 327-8831
1277,NE Alberta at 14th,45.55916922,-122.6514316,Sandwiches,Fuel Cafe,4.0,379,1452 NE Alberta St,(503) 335-3835
1278,NE Alberta at 14th,45.55916922,-122.6514316,Sushi Bars,Zilla Sake,4.0,315,1806 NE Alberta St,(503) 288-8372
1279,NE Alberta at 14th,45.55916922,-122.6514316,Mexican,RJ Skillets,5.0,156,2529 NE Alberta St,(503) 516-3849
1280,NE Alberta at 10th,45.55913676,-122.6554307,Modern European,Swiss Hibiscus,5.0,580,4950 NE 14th Ave,(503) 477-9224
1281,NE Alberta at 10th,45.55913676,-122.6554307,Beer Bar,Alberta Street Pub,4.0,163,1036 NE Alberta St,(503) 284-7665
1282,NE Alberta at 10th,45.55913676,-122.6554307,Vegan,The Bye and Bye,4.0,928,1011 NE Alberta St,(503) 284-7665
1283,NE Alberta at 10th,45.55913676,-122.6554307,New American,Radio Room,3.5,788,1101 NE Alberta St,(503) 287-2346
1284,NE Alberta at 10th,45.55913676,-122.6554307,Chicken Wings,Alberta Street Market,4.5,109,909 NE Alberta St,(503) 282-2169
1285,NE Alberta at 10th,45.55913676,-122.6554307,Cocktail Bars,Eem,4.5,1067,3808 N Williams Ave,(971) 295-1645
1286,NE Alberta at 10th,45.55913676,-122.6554307,Thai,Hat Yai,4.5,705,1605 NE Killingsworth St,(503) 764-9701
1287,NE Alberta at 10th,45.55913676,-122.6554307,New American,Tin Shed Garden Cafe,4.5,1996,1438 NE Alberta St,(503) 288-6966
1288,NE Alberta at 10th,45.55913676,-122.6554307,Pizza,Paladin Pie,5.0,49,1027 NE Alberta St,(503) 327-8831
1289,NE Alberta at 10th,45.55913676,-122.6554307,Acai Bowls,Carioca Bowls,4.5,250,827 NE Alberta St,(503) 282-5613
1290,NE Alberta at 10th,45.55913676,-122.6554307,Cocktail Bars,Cereus PDX,4.5,71,1465 NE Prescott St,(503) 894-8125
1291,NE Alberta at 10th,45.55913676,-122.6554307,Southern,Pine State Biscuits,4.5,4124,2204 NE Alberta St,(503) 477-6605
1292,NE Alberta at 10th,45.55913676,-122.6554307,Cocktail Bars,Keys Lounge,4.5,112,533 NE Killingsworth St,(503) 719-7409
1293,NE Alberta at 10th,45.55913676,-122.6554307,Coffee & Tea,Proud Mary Coffee,4.5,819,2012 NE Alberta St,(503) 208-3475
1294,NE Alberta at 10th,45.55913676,-122.6554307,Sushi Bars,Bamboo Sushi,4.0,280,1409 NE Alberta St,(503) 889-0336
1295,NE Alberta at 10th,45.55913676,-122.6554307,Filipino,Grind Wit Tryz,4.5,484,2017 NE Alberta St,(971) 865-5160
1296,NE Alberta at 10th,45.55913676,-122.6554307,Food Trucks,Wonderboy's Smokestack,4.5,25,1027 NE Alberta St,(971) 363-7956
1297,NE Alberta at 10th,45.55913676,-122.6554307,Tacos,Pig Patas Tacos,4.5,216,445 NE Killingsworth St,(971) 266-8465
1298,NE Alberta at 10th,45.55913676,-122.6554307,Dive Bars,Donnie Vegas,4.0,94,1203 NE Alberta St,(503) 477-7244
1299,NE Alberta at 10th,45.55913676,-122.6554307,Italian,Gumba,4.5,481,1733 NE Alberta St,(503) 975-5951
1300,NE Couch at MLK,45.52358836,-122.6619177,Thai,Nong's Khao Man Gai,4.5,2203,609 SE Ankeny St,(503) 740-2907
1301,NE Couch at MLK,45.52358836,-122.6619177,Tapas Bars,Lechon,4.5,1888,113 SW Naito Pkwy,(503) 219-9000
1302,NE Couch at MLK,45.52358836,-122.6619177,Japanese,Wa Kitchen Kuu,4.5,176,125 NE Martin Luther King Jr Blvd,(503) 477-9383
1303,NE Couch at MLK,45.52358836,-122.6619177,Wine Bars,Canard,4.5,451,734 E Burnside,(971) 279-2356
1304,NE Couch at MLK,45.52358836,-122.6619177,Caribbean,kann,4.5,255,548 SE Ash St,(503) 702-0290
1305,NE Couch at MLK,45.52358836,-122.6619177,Sushi Bars,Mirakutei Sushi & Ramen ,4.0,629,536 E Burnside St,(503) 467-7501
1306,NE Couch at MLK,45.52358836,-122.6619177,Ramen,Kinboshi Ramen,4.0,761,609 SE Ankeny St,(503) 894-9021
1307,NE Couch at MLK,45.52358836,-122.6619177,French,Le Pigeon,4.5,1331,738 E Burnside St,(503) 546-8796
1308,NE Couch at MLK,45.52358836,-122.6619177,New American,Olympia Provisions,4.5,1105,107 SE Washington St,(503) 954-3663
1309,NE Couch at MLK,45.52358836,-122.6619177,Pizza,Sizzle Pie,4.0,1110,624 East Burnside,(503) 234-7437
1310,NE Couch at MLK,45.52358836,-122.6619177,Russian,Kachka,4.5,1145,960 SE 11th Ave,(503) 235-0059
1311,NE Couch at MLK,45.52358836,-122.6619177,Seafood,NORMANDIE,4.5,246,1005 SE Ankeny St,(503) 233-4129
1312,NE Couch at MLK,45.52358836,-122.6619177,Pizza,Dimo's Apizza,4.0,147,701 E Burnside St,(503) 327-8968
1313,NE Couch at MLK,45.52358836,-122.6619177,Breakfast & Brunch,Mother’s Bistro & Bar,4.5,5017,121 SW 3rd Ave,(503) 464-1122
1314,NE Couch at MLK,45.52358836,-122.6619177,Breakfast & Brunch,Hey Love,4.0,368,920 E Burnside St,(503) 206-6223
1315,NE Couch at MLK,45.52358836,-122.6619177,Chinese,Bao Bao,4.5,381,545 NE Couch St,(503) 477-8911
1316,NE Couch at MLK,45.52358836,-122.6619177,Cocktail Bars,Scotch Lodge,4.5,173,215 SE 9th Ave,(503) 208-2039
1317,NE Couch at MLK,45.52358836,-122.6619177,Wine Bars,Noble Rot,4.0,708,1111 E Burnside St,(503) 233-1999
1318,NE Couch at MLK,45.52358836,-122.6619177,Sandwiches,Snappy’s,4.5,102,609 SE Ankeny St,(503) 265-8710
1319,NE Couch at MLK,45.52358836,-122.6619177,Asian Fusion,Buranko Cafe & Bar,4.5,195,108 SW Pine St,(503) 241-2691
1320,NW Broadway at Everett,45.52507854,-122.6775563,Tapas Bars,Lechon,4.5,1888,113 SW Naito Pkwy,(503) 219-9000
1321,NW Broadway at Everett,45.52507854,-122.6775563,Brewpubs,Deschutes Brewery Portland Public House,4.0,3516,210 NW 11th Ave,(503) 296-4906
1322,NW Broadway at Everett,45.52507854,-122.6775563,New American,Portland City Grill,4.0,3391,111 SW 5th Ave,(503) 450-0030
1323,NW Broadway at Everett,45.52507854,-122.6775563,Mediterranean,Mediterranean Exploration Company,4.5,971,333 NW 13th Ave,(503) 222-0906
1324,NW Broadway at Everett,45.52507854,-122.6775563,Thai,Farmhouse Kitchen Thai Cuisine,4.0,558,121 NW 9th Ave,(971) 754-4966
1325,NW Broadway at Everett,45.52507854,-122.6775563,Wine Bars,Andina,4.5,3267,1314 NW Glisan St,(503) 228-9535
1326,NW Broadway at Everett,45.52507854,-122.6775563,Southern,Screen Door Pearl District,4.5,773,1131 NW Couch St,(503) 542-0882
1327,NW Broadway at Everett,45.52507854,-122.6775563,Breakfast & Brunch,Mother’s Bistro & Bar,4.5,5017,121 SW 3rd Ave,(503) 464-1122
1328,NW Broadway at Everett,45.52507854,-122.6775563,Vietnamese,Butterfly Belly Asian Cuisine,4.0,540,323 NW Park Ave,(503) 788-7327
1329,NW Broadway at Everett,45.52507854,-122.6775563,Vietnamese,Luc Lac,4.0,4200,835 SW 2nd Ave,(503) 222-0047
1330,NW Broadway at Everett,45.52507854,-122.6775563,Italian,Trattoria Gallo Nero,4.0,311,903 NW Everett St,(503) 206-6388
1331,NW Broadway at Everett,45.52507854,-122.6775563,Greek,Eleni's Philoxenia,4.0,372,112 NW 9th Ave,(503) 227-2158
1332,NW Broadway at Everett,45.52507854,-122.6775563,Bars,Tanner Creek Tavern,4.0,134,875 NW Everett St,(503) 477-6253
1333,NW Broadway at Everett,45.52507854,-122.6775563,Italian,Piattino,4.0,534,1140 NW Everett St,(971) 983-8000
1334,NW Broadway at Everett,45.52507854,-122.6775563,Italian,Allora,4.0,347,504 NW 9th Ave,(503) 445-4612
1335,NW Broadway at Everett,45.52507854,-122.6775563,New American,Arden ,4.5,206,417 NW 10th Ave,(503) 206-6097
1336,NW Broadway at Everett,45.52507854,-122.6775563,Steakhouses,El Gaucho,4.0,751,319 SW Broadway,(503) 227-8794
1337,NW Broadway at Everett,45.52507854,-122.6775563,Bars,Tope,4.0,279,15 NW 4th Ave,(503) 770-0500
1338,NW Broadway at Everett,45.52507854,-122.6775563,Italian,Grassa,4.0,2062,1205 SW Washington St,(503) 241-1133
1339,NW Broadway at Everett,45.52507854,-122.6775563,Seafood,Jake's Famous Crawfish,4.0,1878,401 SW 12th Ave,(503) 226-1419
1340,SE 34th at Division,45.5048393,-122.6296306,New American,Ava Gene's,4.0,753,3377 SE Division St,(971) 229-0571
1341,SE 34th at Division,45.5048393,-122.6296306,Italian,Cibo,4.0,543,3539 SE Division St,(503) 719-5377
1342,SE 34th at Division,45.5048393,-122.6296306,Italian,Casa Italia On Division,4.5,428,3035 SE Division St,(971) 279-5684
1343,SE 34th at Division,45.5048393,-122.6296306,Burgers,PDX Sliders,4.5,500,3111 SE Division St,(503) 719-5464
1344,SE 34th at Division,45.5048393,-122.6296306,Beer Bar,Olympia Provisions Public House,4.0,182,3384 SE Division St,(503) 384-2259
1345,SE 34th at Division,45.5048393,-122.6296306,Breweries,Little Beast Brewing Beer Garden,4.0,124,3412 SE Division St,(503) 208-2723
1346,SE 34th at Division,45.5048393,-122.6296306,Asian Fusion,Oma's Hideaway,4.0,254,3131 SE Division St,(971) 754-4923
1347,SE 34th at Division,45.5048393,-122.6296306,American,The Richmond Bar,4.0,134,3203 SE Division St,(503) 208-3075
1348,SE 34th at Division,45.5048393,-122.6296306,Bakeries,Lauretta Jean's,4.0,601,3402 SE Division St,(503) 235-3119
1349,SE 34th at Division,45.5048393,-122.6296306,Thai,Farmhouse Kitchen Thai Cuisine,4.5,880,3354 SE Hawthorne Blvd,(503) 432-8115
1350,SE 34th at Division,45.5048393,-122.6296306,Ice Cream & Frozen Yogurt,Salt & Straw,4.5,1552,3345 SE Division St,(503) 208-2054
1351,SE 34th at Division,45.5048393,-122.6296306,Indian,Bollywood Theater,4.0,781,3010 SE Division St,(503) 477-6699
1352,SE 34th at Division,45.5048393,-122.6296306,Pizza,Cicoria,3.5,51,3377 SE Division St,(971) 269-0457
1353,SE 34th at Division,45.5048393,-122.6296306,Thai,Kati Portland,4.5,448,2932 SE Division St,(503) 477-6059
1354,SE 34th at Division,45.5048393,-122.6296306,Bakeries,St. Honoré Boulangerie,4.0,312,3333 SE Division St,(971) 279-4433
1355,SE 34th at Division,45.5048393,-122.6296306,Japanese,Kanji Fusion Restaurant,4.5,82,3113 SE Division St,(503) 841-6646
1356,SE 34th at Division,45.5048393,-122.6296306,Barbeque,Lawless Barbecue,4.5,86,3412 SE Division St,(503) 208-2723
1357,SE 34th at Division,45.5048393,-122.6296306,Filipino,Magna Kusina,4.5,210,2525 SE Clinton St,(503) 395-8542
1358,SE 34th at Division,45.5048393,-122.6296306,Thai,Modern Thai Restaurant ,4.0,192,3207 SE Division St,(503) 233-9265
1359,SE 34th at Division,45.5048393,-122.6296306,Pizza,Atlas Pizza,3.5,247,3570 SE Division St,(503) 232-3004
1360,SE 30th at Division,45.50468892,-122.6345551,Italian,Casa Italia On Division,4.5,428,3035 SE Division St,(971) 279-5684
1361,SE 30th at Division,45.50468892,-122.6345551,Burgers,PDX Sliders,4.5,500,3111 SE Division St,(503) 719-5464
1362,SE 30th at Division,45.50468892,-122.6345551,Latin American,Mestizo,4.5,176,2910 SE Division St,(503) 384-2273
1363,SE 30th at Division,45.50468892,-122.6345551,Asian Fusion,Oma's Hideaway,4.0,254,3131 SE Division St,(971) 754-4923
1364,SE 30th at Division,45.50468892,-122.6345551,Thai,Kati Portland,4.5,448,2932 SE Division St,(503) 477-6059
1365,SE 30th at Division,45.50468892,-122.6345551,Japanese,Kanji Fusion Restaurant,4.5,82,3113 SE Division St,(503) 841-6646
1366,SE 30th at Division,45.50468892,-122.6345551,New American,Ava Gene's,4.0,753,3377 SE Division St,(971) 229-0571
